,HCPID,egs,alpha,r,LL
90,103111_fnca,0.45,0.05,1,-1.8403986899288225
100,103111_fnca,0.5,0.05,1,-1.8418009890722316
60,103111_fnca,0.3,0.05,1,-1.8464400053439154
80,103111_fnca,0.4,0.05,1,-1.8473523489595298
70,103111_fnca,0.35,0.05,1,-1.8487342284568271
50,103111_fnca,0.25,0.05,1,-1.8487955042927195
91,103111_fnca,0.45,0.1,1,-1.8519035237489725
101,103111_fnca,0.5,0.1,1,-1.8534772968515092
61,103111_fnca,0.3,0.1,1,-1.8540057429398495
81,103111_fnca,0.4,0.1,1,-1.8577934195339574
71,103111_fnca,0.35,0.1,1,-1.8588501076520516
51,103111_fnca,0.25,0.1,1,-1.8658805938269962
40,103111_fnca,0.2,0.05,1,-1.870694494167604
30,103111_fnca,0.15,0.05,1,-1.8831530395336156
41,103111_fnca,0.2,0.1,1,-1.8838473279303336
92,103111_fnca,0.45,0.15,1,-1.8843134393657914
102,103111_fnca,0.5,0.15,1,-1.8909682679242614
20,103111_fnca,0.1,0.05,1,-1.8959837917555926
31,103111_fnca,0.15,0.1,1,-1.9123443309413442
72,103111_fnca,0.35,0.15,1,-1.9151592668308135
62,103111_fnca,0.3,0.15,1,-1.9188829803127776
82,103111_fnca,0.4,0.15,1,-1.9209041151816308
21,103111_fnca,0.1,0.1,1,-1.9325174908165161
10,103111_fnca,0.05,0.05,1,-1.9755653206399246
103,103111_fnca,0.5,0.2,1,-1.9758642093122385
52,103111_fnca,0.25,0.15,1,-2.0021742713292254
42,103111_fnca,0.2,0.15,1,-2.0418761544884654
11,103111_fnca,0.05,0.1,1,-2.054484299812391
93,103111_fnca,0.45,0.2,1,-2.062159944238619
83,103111_fnca,0.4,0.2,1,-2.078801802253638
32,103111_fnca,0.15,0.15,1,-2.1360849527123404
1,103111_fnca,0.0,0.1,1,-2.2528007171386077
104,103111_fnca,0.5,0.25,1,-2.256040693260716
73,103111_fnca,0.35,0.2,1,-2.265865993167204
22,103111_fnca,0.1,0.15,1,-2.2765216129727257
2,103111_fnca,0.0,0.15,1,-2.318826613793788
63,103111_fnca,0.3,0.2,1,-2.3290188653327357
12,103111_fnca,0.05,0.15,1,-2.3351574902254555
105,103111_fnca,0.5,0.3,1,-2.4860592564688098
53,103111_fnca,0.25,0.2,1,-2.5055915611488873
94,103111_fnca,0.45,0.25,1,-2.5147787054073225
0,103111_fnca,0.0,0.05,1,-2.5953085162701894
95,103111_fnca,0.45,0.3,1,-2.6069472210006097
84,103111_fnca,0.4,0.25,1,-2.615749894895749
74,103111_fnca,0.35,0.25,1,-2.6276884080247522
5,103111_fnca,0.0,0.3,1,-2.655690619888057
43,103111_fnca,0.2,0.2,1,-2.6572156113796264
4,103111_fnca,0.0,0.25,1,-2.660806055846461
33,103111_fnca,0.15,0.2,1,-2.6815067424804004
13,103111_fnca,0.05,0.2,1,-2.687290355816687
14,103111_fnca,0.05,0.25,1,-2.691594745488955
54,103111_fnca,0.25,0.25,1,-2.69501456363069
64,103111_fnca,0.3,0.25,1,-2.6964980450287355
3,103111_fnca,0.0,0.2,1,-2.698326999877869
23,103111_fnca,0.1,0.2,1,-2.701820704692628
85,103111_fnca,0.4,0.3,1,-2.711176832870845
34,103111_fnca,0.15,0.25,1,-2.7417595459333195
44,103111_fnca,0.2,0.25,1,-2.7496254949306485
24,103111_fnca,0.1,0.25,1,-2.7709275048719206
9,103111_fnca,0.0,0.5,1,-2.7915342389356756
75,103111_fnca,0.35,0.3,1,-2.7932237623757774
107,103111_fnca,0.5,0.4,1,-2.7935675610252035
8,103111_fnca,0.0,0.45,1,-2.7966496748940797
106,103111_fnca,0.5,0.35,1,-2.7983677585548703
6,103111_fnca,0.0,0.35,1,-2.812354726086725
17,103111_fnca,0.05,0.4,1,-2.819315886852449
35,103111_fnca,0.15,0.3,1,-2.826296926105135
7,103111_fnca,0.0,0.4,1,-2.8397882747669705
65,103111_fnca,0.3,0.3,1,-2.8610488844112263
15,103111_fnca,0.05,0.3,1,-2.879992161486597
25,103111_fnca,0.1,0.3,1,-2.8818209221641595
16,103111_fnca,0.05,0.35,1,-2.890237173206127
108,103111_fnca,0.5,0.45,1,-2.8914319949332965
45,103111_fnca,0.2,0.3,1,-2.8992747426409817
86,103111_fnca,0.4,0.35,1,-2.9112316249065673
87,103111_fnca,0.4,0.4,1,-2.945383649711433
55,103111_fnca,0.25,0.3,1,-2.9458475231786565
18,103111_fnca,0.05,0.45,1,-2.9458475231786565
96,103111_fnca,0.45,0.35,1,-2.9648849557661814
28,103111_fnca,0.1,0.45,1,-2.9758870682767053
66,103111_fnca,0.3,0.35,1,-2.9818558701581592
19,103111_fnca,0.05,0.5,1,-2.9846927731777346
97,103111_fnca,0.45,0.4,1,-3.002602039887039
27,103111_fnca,0.1,0.4,1,-3.002925051144188
36,103111_fnca,0.15,0.35,1,-3.006178758189672
77,103111_fnca,0.35,0.4,1,-3.009948154478506
26,103111_fnca,0.1,0.35,1,-3.0139845914555363
99,103111_fnca,0.45,0.5,1,-3.0211680926127147
