,HCPID,ResponseSwitch,BlockType,TrialType,ans,bll,lf,ResponseSwitch_mean.m1,ResponseSwitch_std.m1,LL.m1,egs,alpha,r,ResponseSwitch_mean.m2,ResponseSwitch_std.m2,LL.m2,LL.diff,best_model
308,120111_fnca,0.5,MostlyPunishment,Reward,0.5,0.2,0.1,0.484,0.5007464307928785,-3.7862336937953422,0.35,0.1,1,0.4,0.4908806936738158,-3.8026103659092954,0.016376672113953106,m1
309,120111_fnca,0.6666666666666666,MostlyReward,Neutral,0.5,0.2,0.1,0.4466666666666666,0.498812908487118,-3.7862336937953422,0.35,0.1,1,0.3933333333333333,0.4901262221576524,-3.8026103659092954,0.016376672113953106,m1
310,120111_fnca,0.6,MostlyReward,Punishment,0.5,0.2,0.1,0.4,0.4908806936738158,-3.7862336937953422,0.35,0.1,1,0.508,0.5009388775450999,-3.8026103659092954,0.016376672113953106,m1
637,120212_fnca,0.5,MostlyPunishment,Reward,0.5,0.7,0.1,0.456,0.4990593561530086,-4.002165049369872,0.35,0.05,1,0.5,0.5010030100351264,-3.895209695325564,-0.10695535404430823,m2
636,120212_fnca,0.2941176470588235,MostlyPunishment,Punishment,0.5,0.7,0.1,0.454,0.4981286301068552,-4.002165049369872,0.35,0.05,1,0.521,0.4998087722407531,-3.895209695325564,-0.10695535404430823,m2
635,120212_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.5,0.7,0.1,0.3666666666666666,0.4835088009813246,-4.002165049369872,0.35,0.05,1,0.3733333333333333,0.4853099288798358,-3.895209695325564,-0.10695535404430823,m2
638,120212_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.7,0.1,0.44,0.49804988833968,-4.002165049369872,0.35,0.05,1,0.4266666666666667,0.4962499189953669,-3.895209695325564,-0.10695535404430823,m2
640,120212_fnca,0.6,MostlyReward,Reward,0.5,0.7,0.1,0.434,0.4958728565770564,-4.002165049369872,0.35,0.05,1,0.498,0.5002461856388772,-3.895209695325564,-0.10695535404430823,m2
639,120212_fnca,0.8,MostlyReward,Punishment,0.5,0.7,0.1,0.472,0.500216820458768,-4.002165049369872,0.35,0.05,1,0.584,0.4938822518727103,-3.895209695325564,-0.10695535404430823,m2
77,120515_fnca,0.4375,MostlyReward,Reward,0.5,0.65,0.1,0.431,0.4954639083570922,-3.756319601134759,0.2,0.05,1,0.486,0.5000540511325291,-3.6852096512792607,-0.07110994985549812,m2
76,120515_fnca,0.6,MostlyReward,Punishment,0.5,0.65,0.1,0.48,0.5006020471777501,-3.756319601134759,0.2,0.05,1,0.616,0.4873335366087731,-3.6852096512792607,-0.07110994985549812,m2
75,120515_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.65,0.1,0.3933333333333333,0.4901262221576524,-3.756319601134759,0.2,0.05,1,0.4,0.4915391523114244,-3.6852096512792607,-0.07110994985549812,m2
74,120515_fnca,0.5,MostlyPunishment,Reward,0.5,0.65,0.1,0.4,0.4908806936738161,-3.756319601134759,0.2,0.05,1,0.46,0.4993972270261879,-3.6852096512792607,-0.07110994985549812,m2
73,120515_fnca,0.5882352941176471,MostlyPunishment,Punishment,0.5,0.65,0.1,0.464,0.4989518543436358,-3.756319601134759,0.2,0.05,1,0.566,0.4958728565770561,-3.6852096512792607,-0.07110994985549812,m2
72,120515_fnca,1.0,MostlyPunishment,Neutral,0.5,0.65,0.1,0.5,0.5016750465679884,-3.756319601134759,0.2,0.05,1,0.2933333333333333,0.4568151589926263,-3.6852096512792607,-0.07110994985549812,m2
451,121315_fnca,0.5625,MostlyPunishment,Punishment,0.5,0.5,0.1,0.398,0.4897303705467282,-4.6851208606516686,0.4,0.05,1,0.546,0.4981286301068551,-4.604264883580971,-0.0808559770706978,m2
452,121315_fnca,1.0,MostlyPunishment,Reward,0.5,0.5,0.1,0.448,0.4982862195831891,-4.6851208606516686,0.4,0.05,1,0.508,0.5009388775450998,-4.604264883580971,-0.0808559770706978,m2
453,121315_fnca,1.0,MostlyReward,Neutral,0.5,0.5,0.1,0.52,0.5012735458661617,-4.6851208606516686,0.4,0.05,1,0.5133333333333333,0.5014966414959997,-4.604264883580971,-0.0808559770706978,m2
454,121315_fnca,0.0,MostlyReward,Punishment,0.5,0.5,0.1,0.356,0.4797757173469947,-4.6851208606516686,0.4,0.05,1,0.468,0.4999759030337943,-4.604264883580971,-0.0808559770706978,m2
455,121315_fnca,0.5625,MostlyReward,Reward,0.5,0.5,0.1,0.388,0.4875384022758552,-4.6851208606516686,0.4,0.05,1,0.501,0.5002491871550108,-4.604264883580971,-0.0808559770706978,m2
450,121315_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.5,0.5,0.1,0.4533333333333333,0.4994851935873329,-4.6851208606516686,0.4,0.05,1,0.4066666666666667,0.4928572586509421,-4.604264883580971,-0.0808559770706978,m2
467,121618_fnca,0.5714285714285714,MostlyReward,Reward,0.5,0.35,0.1,0.42,0.4938054716625203,-3.783887055881503,0.45,0.1,1,0.458,0.4984821807090847,-3.821881709196464,0.0379946533149611,m1
464,121618_fnca,0.5,MostlyPunishment,Reward,0.5,0.35,0.1,0.44,0.4973827080156001,-3.783887055881503,0.45,0.1,1,0.44,0.4973827080156003,-3.821881709196464,0.0379946533149611,m1
466,121618_fnca,0.25,MostlyReward,Punishment,0.5,0.35,0.1,0.38,0.4863601389289173,-3.783887055881503,0.45,0.1,1,0.488,0.5008587003846534,-3.821881709196464,0.0379946533149611,m1
465,121618_fnca,0.0,MostlyReward,Neutral,0.5,0.35,0.1,0.5,0.5016750465679882,-3.783887055881503,0.45,0.1,1,0.3266666666666666,0.470565369887976,-3.821881709196464,0.0379946533149611,m1
463,121618_fnca,0.5294117647058824,MostlyPunishment,Punishment,0.5,0.35,0.1,0.435,0.4960050614873007,-3.783887055881503,0.45,0.1,1,0.535,0.499023069631078,-3.821881709196464,0.0379946533149611,m1
462,121618_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.5,0.35,0.1,0.4133333333333333,0.4940813000875432,-3.783887055881503,0.45,0.1,1,0.4,0.4915391523114243,-3.821881709196464,0.0379946533149611,m1
1190,122317_fnca,0.5,MostlyReward,Punishment,0.5,0.35,0.1,0.496,0.5009869776822837,-3.873594063588544,0.35,0.05,1,0.564,0.4968818433642552,-3.84183655711923,-0.031757506469313856,m2
1187,122317_fnca,0.6,MostlyPunishment,Punishment,0.5,0.35,0.1,0.466,0.4990922691177387,-3.873594063588544,0.35,0.05,1,0.55,0.4977426521283341,-3.84183655711923,-0.031757506469313856,m2
1189,122317_fnca,0.0,MostlyReward,Neutral,0.5,0.35,0.1,0.3866666666666666,0.4886176455874453,-3.873594063588544,0.35,0.05,1,0.44,0.49804988833968,-3.84183655711923,-0.031757506469313856,m2
1186,122317_fnca,0.5,MostlyPunishment,Neutral,0.5,0.35,0.1,0.4666666666666667,0.5005589716670066,-3.873594063588544,0.35,0.05,1,0.3733333333333333,0.4853099288798359,-3.84183655711923,-0.031757506469313856,m2
1188,122317_fnca,0.75,MostlyPunishment,Reward,0.5,0.35,0.1,0.48,0.5006020471777499,-3.873594063588544,0.35,0.05,1,0.504,0.5009869776822837,-3.84183655711923,-0.031757506469313856,m2
1191,122317_fnca,0.3571428571428571,MostlyReward,Reward,0.5,0.35,0.1,0.447,0.4974318430081033,-3.873594063588544,0.35,0.05,1,0.484,0.4999939939579212,-3.84183655711923,-0.031757506469313856,m2
428,122620_fnca,0.5,MostlyPunishment,Reward,0.5,0.65,0.1,0.436,0.4968818433642551,-4.123448936057688,0.1,0.05,1,0.404,0.491681811760476,-3.732616191786526,-0.3908327442711621,m2
426,122620_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.5,0.65,0.1,0.4533333333333333,0.4994851935873328,-4.123448936057688,0.1,0.05,1,0.18,0.3854745179993688,-3.732616191786526,-0.3908327442711621,m2
427,122620_fnca,0.6470588235294118,MostlyPunishment,Punishment,0.5,0.65,0.1,0.42,0.49380547166252,-4.123448936057688,0.1,0.05,1,0.639,0.4805308625987619,-3.732616191786526,-0.3908327442711621,m2
429,122620_fnca,1.0,MostlyReward,Neutral,0.5,0.65,0.1,0.4333333333333333,0.4971957154062618,-4.123448936057688,0.1,0.05,1,0.3933333333333333,0.4901262221576524,-3.732616191786526,-0.3908327442711621,m2
430,122620_fnca,0.8,MostlyReward,Punishment,0.5,0.65,0.1,0.424,0.4951816023209145,-4.123448936057688,0.1,0.05,1,0.728,0.4458825461709839,-3.732616191786526,-0.3908327442711621,m2
431,122620_fnca,0.5625,MostlyReward,Reward,0.5,0.65,0.1,0.414,0.4927949338688929,-4.123448936057688,0.1,0.05,1,0.452,0.4979396991041626,-3.732616191786526,-0.3908327442711621,m2
49,123117_fnca,0.2352941176470588,MostlyPunishment,Punishment,0.45,0.2,0.1,0.435,0.4960050614873006,-3.830956421360934,0.5,0.15,1,0.431,0.4954639083570918,-3.895382624917822,0.06442620355688788,m1
48,123117_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.45,0.2,0.1,0.42,0.4952119741371961,-3.830956421360934,0.5,0.15,1,0.3733333333333333,0.4853099288798357,-3.895382624917822,0.06442620355688788,m1
52,123117_fnca,0.6,MostlyReward,Punishment,0.45,0.2,0.1,0.46,0.4993972270261879,-3.830956421360934,0.5,0.15,1,0.472,0.5002168204587683,-3.895382624917822,0.06442620355688788,m1
53,123117_fnca,0.25,MostlyReward,Reward,0.45,0.2,0.1,0.374,0.4841057305572393,-3.830956421360934,0.5,0.15,1,0.385,0.4868387946867134,-3.895382624917822,0.06442620355688788,m1
50,123117_fnca,0.5,MostlyPunishment,Reward,0.45,0.2,0.1,0.468,0.4999759030337941,-3.830956421360934,0.5,0.15,1,0.324,0.4689388173928783,-3.895382624917822,0.06442620355688788,m1
51,123117_fnca,0.3333333333333333,MostlyReward,Neutral,0.45,0.2,0.1,0.48,0.5012735458661616,-3.830956421360934,0.5,0.15,1,0.3933333333333333,0.4901262221576524,-3.895382624917822,0.06442620355688788,m1
646,123420_fnca,0.6875,MostlyReward,Reward,0.5,0.8,0.1,0.432,0.4956022816953345,-4.066343583374017,0.4,0.05,1,0.506,0.5002141683461341,-3.898512879677064,-0.16783070369695352,m2
645,123420_fnca,0.6,MostlyReward,Punishment,0.5,0.8,0.1,0.412,0.4931824364904438,-4.066343583374017,0.4,0.05,1,0.504,0.5009869776822834,-3.898512879677064,-0.16783070369695352,m2
644,123420_fnca,1.0,MostlyReward,Neutral,0.5,0.8,0.1,0.5,0.5016750465679884,-4.066343583374017,0.4,0.05,1,0.4866666666666667,0.5014966414959997,-3.898512879677064,-0.16783070369695352,m2
643,123420_fnca,0.75,MostlyPunishment,Reward,0.5,0.8,0.1,0.448,0.4982862195831891,-4.066343583374017,0.4,0.05,1,0.524,0.5004255217424914,-3.898512879677064,-0.16783070369695352,m2
642,123420_fnca,0.4,MostlyPunishment,Punishment,0.5,0.8,0.1,0.426,0.4947411128749749,-4.066343583374017,0.4,0.05,1,0.535,0.4990230696310785,-3.898512879677064,-0.16783070369695352,m2
641,123420_fnca,0.5,MostlyPunishment,Neutral,0.5,0.8,0.1,0.4266666666666667,0.4962499189953671,-4.066343583374017,0.4,0.05,1,0.42,0.4952119741371962,-3.898512879677064,-0.16783070369695352,m2
477,123925_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.8,0.1,0.36,0.4816080447052688,-4.308129528301141,0.0,0.1,1,0.0,0.0,-3.780407953231673,-0.5277215750694677,m2
474,123925_fnca,1.0,MostlyPunishment,Neutral,0.5,0.8,0.1,0.38,0.487012533774739,-4.308129528301141,0.0,0.1,1,0.0,0.0,-3.780407953231673,-0.5277215750694677,m2
475,123925_fnca,0.5882352941176471,MostlyPunishment,Punishment,0.5,0.8,0.1,0.425,0.4945903553645372,-4.308129528301141,0.0,0.1,1,0.6,0.4901430813958718,-3.780407953231673,-0.5277215750694677,m2
476,123925_fnca,0.0,MostlyPunishment,Reward,0.5,0.8,0.1,0.408,0.492449006594983,-4.308129528301141,0.0,0.1,1,0.0,0.0,-3.780407953231673,-0.5277215750694677,m2
478,123925_fnca,0.8,MostlyReward,Punishment,0.5,0.8,0.1,0.468,0.4999759030337941,-4.308129528301141,0.0,0.1,1,0.6,0.4908806936738158,-3.780407953231673,-0.5277215750694677,m2
479,123925_fnca,0.3125,MostlyReward,Reward,0.5,0.8,0.1,0.395,0.4890953017707428,-4.308129528301141,0.0,0.1,1,0.226,0.4184484425817582,-3.780407953231673,-0.5277215750694677,m2
856,124220_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.5,0.65,0.1,0.4133333333333333,0.4940813000875432,-4.210664743440308,0.45,0.05,1,0.42,0.4952119741371962,-3.9647343172153056,-0.24593042622500239,m2
860,124220_fnca,0.4,MostlyReward,Punishment,0.5,0.65,0.1,0.424,0.4951816023209147,-4.210664743440308,0.45,0.05,1,0.516,0.5007464307928785,-3.9647343172153056,-0.24593042622500239,m2
861,124220_fnca,0.8125,MostlyReward,Reward,0.5,0.65,0.1,0.387,0.4873073654978637,-4.210664743440308,0.45,0.05,1,0.509,0.5001691405606398,-3.9647343172153056,-0.24593042622500239,m2
859,124220_fnca,1.0,MostlyReward,Neutral,0.5,0.65,0.1,0.42,0.4952119741371961,-4.210664743440308,0.45,0.05,1,0.3933333333333333,0.4901262221576524,-3.9647343172153056,-0.24593042622500239,m2
858,124220_fnca,0.75,MostlyPunishment,Reward,0.5,0.65,0.1,0.48,0.5006020471777499,-4.210664743440308,0.45,0.05,1,0.56,0.4973827080156001,-3.9647343172153056,-0.24593042622500239,m2
857,124220_fnca,0.4705882352941176,MostlyPunishment,Punishment,0.5,0.65,0.1,0.412,0.4924413655436537,-4.210664743440308,0.45,0.05,1,0.521,0.499808772240753,-3.9647343172153056,-0.24593042622500239,m2
111,124422_fnca,0.0,MostlyReward,Neutral,0.5,0.7,0.1,0.4866666666666667,0.5014966414959998,-4.443374111376771,0.0,0.05,1,0.0,0.0,-3.869119818685097,-0.5742542926916743,m2
110,124422_fnca,0.5,MostlyPunishment,Reward,0.5,0.7,0.1,0.48,0.50060204717775,-4.443374111376771,0.0,0.05,1,0.4,0.4908806936738161,-3.869119818685097,-0.5742542926916743,m2
109,124422_fnca,0.6470588235294118,MostlyPunishment,Punishment,0.5,0.7,0.1,0.45,0.4977426521283338,-4.443374111376771,0.0,0.05,1,0.85,0.3572500911513216,-3.869119818685097,-0.5742542926916743,m2
108,124422_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.5,0.7,0.1,0.4533333333333333,0.4994851935873328,-4.443374111376771,0.0,0.05,1,0.0,0.0,-3.869119818685097,-0.5742542926916743,m2
112,124422_fnca,1.0,MostlyReward,Punishment,0.5,0.7,0.1,0.44,0.4973827080156001,-4.443374111376771,0.0,0.05,1,1.0,0.0,-3.869119818685097,-0.5742542926916743,m2
113,124422_fnca,0.6,MostlyReward,Reward,0.5,0.7,0.1,0.436,0.4961352135760473,-4.443374111376771,0.0,0.05,1,0.525,0.499624483612067,-3.869119818685097,-0.5742542926916743,m2
1096,124826_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.45,0.35,0.1,0.4066666666666667,0.492857258650942,-3.947416363263434,0.4,0.05,1,0.38,0.4870125337747389,-3.870195246317765,-0.07722111694566891,m2
1097,124826_fnca,0.3529411764705882,MostlyPunishment,Punishment,0.45,0.35,0.1,0.416,0.4931401293620173,-3.947416363263434,0.4,0.05,1,0.526,0.4995733915788287,-3.870195246317765,-0.07722111694566891,m2
1098,124826_fnca,0.75,MostlyPunishment,Reward,0.45,0.35,0.1,0.452,0.4986890444477486,-3.947416363263434,0.4,0.05,1,0.516,0.5007464307928787,-3.870195246317765,-0.07722111694566891,m2
1099,124826_fnca,1.0,MostlyReward,Neutral,0.45,0.35,0.1,0.4133333333333333,0.4940813000875431,-3.947416363263434,0.4,0.05,1,0.4666666666666667,0.5005589716670065,-3.870195246317765,-0.07722111694566891,m2
1100,124826_fnca,0.5,MostlyReward,Punishment,0.45,0.35,0.1,0.46,0.4993972270261878,-3.947416363263434,0.4,0.05,1,0.544,0.4990593561530086,-3.870195246317765,-0.07722111694566891,m2
1101,124826_fnca,0.6153846153846154,MostlyReward,Reward,0.45,0.35,0.1,0.416,0.4931401293620175,-3.947416363263434,0.4,0.05,1,0.512,0.5001060948499886,-3.870195246317765,-0.07722111694566891,m2
511,125525_fnca,0.7058823529411765,MostlyPunishment,Punishment,0.5,0.7,0.1,0.473,0.4995202903992195,-3.9150611335015673,0.25,0.05,1,0.561,0.4965133689293025,-3.770960535175722,-0.1441005983258452,m2
510,125525_fnca,1.0,MostlyPunishment,Neutral,0.5,0.7,0.1,0.4333333333333333,0.4971957154062618,-3.9150611335015673,0.25,0.05,1,0.2866666666666667,0.453719403970284,-3.770960535175722,-0.1441005983258452,m2
512,125525_fnca,0.5,MostlyPunishment,Reward,0.5,0.7,0.1,0.404,0.4916818117604759,-3.9150611335015673,0.25,0.05,1,0.416,0.4938822518727105,-3.770960535175722,-0.1441005983258452,m2
513,125525_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.7,0.1,0.4466666666666666,0.4988129084871181,-3.9150611335015673,0.25,0.05,1,0.42,0.4952119741371962,-3.770960535175722,-0.1441005983258452,m2
514,125525_fnca,0.4,MostlyReward,Punishment,0.5,0.7,0.1,0.468,0.499975903033794,-3.9150611335015673,0.25,0.05,1,0.504,0.5009869776822836,-3.770960535175722,-0.1441005983258452,m2
515,125525_fnca,0.625,MostlyReward,Reward,0.5,0.7,0.1,0.403,0.4907461989988631,-3.9150611335015673,0.25,0.05,1,0.534,0.4990922691177383,-3.770960535175722,-0.1441005983258452,m2
218,126325_fnca,0.5,MostlyPunishment,Reward,0.4,0.45,0.1,0.372,0.4843079772907625,-3.83306015280243,0.5,0.05,1,0.532,0.4999759030337941,-3.888463135451631,0.05540298264920107,m1
216,126325_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.4,0.45,0.1,0.4133333333333333,0.4940813000875431,-3.83306015280243,0.5,0.05,1,0.36,0.4816080447052687,-3.888463135451631,0.05540298264920107,m1
217,126325_fnca,0.4117647058823529,MostlyPunishment,Punishment,0.4,0.45,0.1,0.377,0.4848774134831467,-3.83306015280243,0.5,0.05,1,0.523,0.4997206426802086,-3.888463135451631,0.05540298264920107,m1
219,126325_fnca,0.3333333333333333,MostlyReward,Neutral,0.4,0.45,0.1,0.3866666666666666,0.4886176455874453,-3.83306015280243,0.5,0.05,1,0.5,0.5016750465679883,-3.888463135451631,0.05540298264920107,m1
220,126325_fnca,0.2,MostlyReward,Punishment,0.4,0.45,0.1,0.344,0.4759939927399272,-3.83306015280243,0.5,0.05,1,0.5,0.5010030100351266,-3.888463135451631,0.05540298264920107,m1
221,126325_fnca,0.5625,MostlyReward,Reward,0.4,0.45,0.1,0.376,0.4846223879051182,-3.83306015280243,0.5,0.05,1,0.505,0.5002251745216603,-3.888463135451631,0.05540298264920107,m1
1172,126628_fnca,0.0,MostlyReward,Punishment,0.15,0.75,0.1,0.168,0.374616269531357,-3.865016821399593,0.4,0.2,1,0.332,0.4718756898449702,-4.125840169998133,0.26082334859854006,m1
1168,126628_fnca,1.0,MostlyPunishment,Neutral,0.15,0.75,0.1,0.2266666666666666,0.4200777599264062,-3.865016821399593,0.4,0.2,1,0.36,0.4816080447052688,-4.125840169998133,0.26082334859854006,m1
1169,126628_fnca,0.2941176470588235,MostlyPunishment,Punishment,0.15,0.75,0.1,0.215,0.4110279113928203,-3.865016821399593,0.4,0.2,1,0.302,0.4593549901840698,-4.125840169998133,0.26082334859854006,m1
1170,126628_fnca,0.25,MostlyPunishment,Reward,0.15,0.75,0.1,0.208,0.4066910256711424,-3.865016821399593,0.4,0.2,1,0.108,0.3110030410884515,-4.125840169998133,0.26082334859854006,m1
1171,126628_fnca,0.0,MostlyReward,Neutral,0.15,0.75,0.1,0.24,0.428513898343829,-3.865016821399593,0.4,0.2,1,0.2133333333333333,0.4110335094141322,-4.125840169998133,0.26082334859854006,m1
1173,126628_fnca,0.0625,MostlyReward,Reward,0.15,0.75,0.1,0.209,0.4067978422810088,-3.865016821399593,0.4,0.2,1,0.256,0.4366401890053806,-4.125840169998133,0.26082334859854006,m1
1011,127630_fnca,0.4666666666666667,MostlyReward,Reward,0.5,0.6,0.1,0.398,0.4897303705467285,-4.3197344893794085,0.1,0.05,1,0.508,0.5001861515337928,-4.042772216103034,-0.2769622732763741,m2
1010,127630_fnca,1.0,MostlyReward,Punishment,0.5,0.6,0.1,0.464,0.4997027228712884,-4.3197344893794085,0.1,0.05,1,0.736,0.4416835262372796,-4.042772216103034,-0.2769622732763741,m2
1009,127630_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.6,0.1,0.42,0.4952119741371962,-4.3197344893794085,0.1,0.05,1,0.3466666666666667,0.4775028256941117,-4.042772216103034,-0.2769622732763741,m2
1008,127630_fnca,0.25,MostlyPunishment,Reward,0.5,0.6,0.1,0.416,0.4938822518727105,-4.3197344893794085,0.1,0.05,1,0.396,0.4900454859635512,-4.042772216103034,-0.2769622732763741,m2
1007,127630_fnca,0.375,MostlyPunishment,Punishment,0.5,0.6,0.1,0.409,0.4918952743836445,-4.3197344893794085,0.1,0.05,1,0.631,0.482775384699833,-4.042772216103034,-0.2769622732763741,m2
1006,127630_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.5,0.6,0.1,0.42,0.4952119741371962,-4.3197344893794085,0.1,0.05,1,0.2133333333333333,0.4110335094141321,-4.042772216103034,-0.2769622732763741,m2
876,127933_fnca,0.25,MostlyPunishment,Reward,0.5,0.75,0.1,0.368,0.4832287658662744,-3.920835151161882,0.15,0.1,1,0.32,0.4674119121100031,-3.835441118610696,-0.08539403255118616,m2
875,127933_fnca,0.3529411764705882,MostlyPunishment,Punishment,0.5,0.75,0.1,0.407,0.4915206939617015,-3.920835151161882,0.15,0.1,1,0.533,0.4991594536419803,-3.835441118610696,-0.08539403255118616,m2
874,127933_fnca,0.0,MostlyPunishment,Neutral,0.5,0.75,0.1,0.4133333333333333,0.4940813000875431,-3.920835151161882,0.15,0.1,1,0.1733333333333333,0.379803316578616,-3.835441118610696,-0.08539403255118616,m2
877,127933_fnca,0.6666666666666666,MostlyReward,Neutral,0.5,0.75,0.1,0.34,0.4752957397962414,-3.920835151161882,0.15,0.1,1,0.3066666666666666,0.462654533104602,-3.835441118610696,-0.08539403255118616,m2
878,127933_fnca,0.8,MostlyReward,Punishment,0.5,0.75,0.1,0.48,0.50060204717775,-3.920835151161882,0.15,0.1,1,0.6,0.490880693673816,-3.835441118610696,-0.08539403255118616,m2
879,127933_fnca,0.375,MostlyReward,Reward,0.5,0.75,0.1,0.424,0.4944375273666719,-3.920835151161882,0.15,0.1,1,0.389,0.4877672774150772,-3.835441118610696,-0.08539403255118616,m2
598,128127_fnca,0.875,MostlyReward,Reward,0.5,0.65,0.1,0.445,0.4972144630058763,-5.410452277227666,0.0,0.05,1,0.529,0.4994080580130925,-4.69125528182541,-0.7191969954022559,m2
597,128127_fnca,1.0,MostlyReward,Punishment,0.5,0.65,0.1,0.5,0.5010030100351266,-5.410452277227666,0.0,0.05,1,1.0,0.0,-4.69125528182541,-0.7191969954022559,m2
596,128127_fnca,1.0,MostlyReward,Neutral,0.5,0.65,0.1,0.4133333333333333,0.4940813000875431,-5.410452277227666,0.0,0.05,1,0.0,0.0,-4.69125528182541,-0.7191969954022559,m2
594,128127_fnca,0.7647058823529411,MostlyPunishment,Punishment,0.5,0.65,0.1,0.452,0.4979396991041623,-5.410452277227666,0.0,0.05,1,0.85,0.3572500911513216,-4.69125528182541,-0.7191969954022559,m2
593,128127_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.5,0.65,0.1,0.3933333333333333,0.4901262221576524,-5.410452277227666,0.0,0.05,1,0.0,0.0,-4.69125528182541,-0.7191969954022559,m2
595,128127_fnca,1.0,MostlyPunishment,Reward,0.5,0.65,0.1,0.428,0.4957814002029004,-5.410452277227666,0.0,0.05,1,0.4,0.4908806936738161,-4.69125528182541,-0.7191969954022559,m2
45,128329_fnca,1.0,MostlyReward,Neutral,0.5,0.35,0.1,0.4866666666666667,0.5014966414959998,-4.012702889612707,0.25,0.05,1,0.4533333333333333,0.4994851935873328,-3.827091881780369,-0.18561100783233808,m2
43,128329_fnca,0.6470588235294118,MostlyPunishment,Punishment,0.5,0.35,0.1,0.427,0.4948898017901721,-4.012702889612707,0.25,0.05,1,0.564,0.4961352135760475,-3.827091881780369,-0.18561100783233808,m2
42,128329_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.5,0.35,0.1,0.3666666666666666,0.4835088009813245,-4.012702889612707,0.25,0.05,1,0.32,0.4680388901411545,-3.827091881780369,-0.18561100783233808,m2
44,128329_fnca,0.75,MostlyPunishment,Reward,0.5,0.35,0.1,0.416,0.4938822518727105,-4.012702889612707,0.25,0.05,1,0.544,0.4990593561530085,-3.827091881780369,-0.18561100783233808,m2
47,128329_fnca,0.5,MostlyReward,Reward,0.5,0.35,0.1,0.432,0.4956022816953341,-4.012702889612707,0.25,0.05,1,0.514,0.5000540511325292,-3.827091881780369,-0.18561100783233808,m2
46,128329_fnca,0.4,MostlyReward,Punishment,0.5,0.35,0.1,0.4,0.490880693673816,-4.012702889612707,0.25,0.05,1,0.56,0.4973827080156,-3.827091881780369,-0.18561100783233808,m2
803,128632_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.4,0.25,0.1,0.3,0.4597927750336604,-3.74894053782424,0.5,0.15,1,0.38,0.4870125337747389,-3.7702219333075657,0.02128139548332575,m1
805,128632_fnca,0.25,MostlyPunishment,Reward,0.4,0.25,0.1,0.36,0.4809628896337213,-3.74894053782424,0.5,0.15,1,0.284,0.4518413909440803,-3.7702219333075657,0.02128139548332575,m1
806,128632_fnca,0.0,MostlyReward,Neutral,0.4,0.25,0.1,0.3733333333333333,0.4853099288798356,-3.74894053782424,0.5,0.15,1,0.3866666666666666,0.4886176455874454,-3.7702219333075657,0.02128139548332575,m1
807,128632_fnca,0.2,MostlyReward,Punishment,0.4,0.25,0.1,0.312,0.4642392403590594,-3.74894053782424,0.5,0.15,1,0.384,0.4873335366087733,-3.7702219333075657,0.02128139548332575,m1
808,128632_fnca,0.3125,MostlyReward,Reward,0.4,0.25,0.1,0.346,0.4759312035478558,-3.74894053782424,0.5,0.15,1,0.388,0.4875384022758552,-3.7702219333075657,0.02128139548332575,m1
804,128632_fnca,0.4705882352941176,MostlyPunishment,Punishment,0.4,0.25,0.1,0.385,0.4868387946867134,-3.74894053782424,0.5,0.15,1,0.407,0.4915206939617014,-3.7702219333075657,0.02128139548332575,m1
1026,129028_fnca,0.25,MostlyPunishment,Reward,0.45,0.25,0.1,0.344,0.4759939927399272,-3.9605313134575706,0.45,0.1,1,0.372,0.4843079772907625,-3.925236058989733,-0.035295254467837545,m2
1027,129028_fnca,0.6666666666666666,MostlyReward,Neutral,0.45,0.25,0.1,0.3866666666666666,0.4886176455874453,-3.9605313134575706,0.45,0.1,1,0.4,0.4915391523114241,-3.925236058989733,-0.035295254467837545,m2
1028,129028_fnca,0.2,MostlyReward,Punishment,0.45,0.25,0.1,0.344,0.4759939927399272,-3.9605313134575706,0.45,0.1,1,0.42,0.49454859544135,-3.925236058989733,-0.035295254467837545,m2
1029,129028_fnca,0.6875,MostlyReward,Reward,0.45,0.25,0.1,0.396,0.4893091286941454,-3.9605313134575706,0.45,0.1,1,0.448,0.4975374795365108,-3.925236058989733,-0.035295254467837545,m2
1025,129028_fnca,0.5294117647058824,MostlyPunishment,Punishment,0.45,0.25,0.1,0.388,0.4875384022758554,-3.9605313134575706,0.45,0.1,1,0.491,0.5001691405606397,-3.925236058989733,-0.035295254467837545,m2
