,HCPID,ResponseSwitch,BlockType,TrialType,ans,bll,lf,ResponseSwitch_mean.m1,ResponseSwitch_std.m1,LL.m1,egs,alpha,r,ResponseSwitch_mean.m2,ResponseSwitch_std.m2,LL.m2,LL.diff,best_model
630,101006_fnca,0.4117647058823529,MostlyPunishment,Punishment,0.5,0.35,0.1,0.398,0.4897303705467286,-3.893615224830002,0.35,0.05,1,0.54,0.4986468175458945,-3.9662216710732,0.0726064462431979,m1
629,101006_fnca,1.0,MostlyPunishment,Neutral,0.5,0.35,0.1,0.3866666666666666,0.4886176455874454,-3.893615224830002,0.35,0.05,1,0.4066666666666667,0.4928572586509421,-3.9662216710732,0.0726064462431979,m1
633,101006_fnca,0.4,MostlyReward,Punishment,0.5,0.35,0.1,0.38,0.4863601389289174,-3.893615224830002,0.35,0.05,1,0.54,0.4993972270261879,-3.9662216710732,0.0726064462431979,m1
96,101107_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.2,0.65,0.1,0.1733333333333333,0.3798033165786159,-3.958070614582885,0.0,0.15,1,0.0,0.0,-3.811399722177224,-0.14667089240566078,m2
97,101107_fnca,0.3529411764705882,MostlyPunishment,Punishment,0.2,0.65,0.1,0.214,0.4103320269883553,-3.958070614582885,0.0,0.15,1,0.3,0.4584868702702516,-3.811399722177224,-0.14667089240566078,m2
98,101107_fnca,0.0,MostlyPunishment,Reward,0.2,0.65,0.1,0.16,0.3673414747018702,-3.958070614582885,0.0,0.15,1,0.0,0.0,-3.811399722177224,-0.14667089240566078,m2
99,101107_fnca,0.3333333333333333,MostlyReward,Neutral,0.2,0.65,0.1,0.2133333333333333,0.4110335094141323,-3.958070614582885,0.0,0.15,1,0.0,0.0,-3.811399722177224,-0.14667089240566078,m2
100,101107_fnca,0.0,MostlyReward,Punishment,0.2,0.65,0.1,0.188,0.3914959467289806,-3.958070614582885,0.0,0.15,1,0.2,0.4008024080281009,-3.811399722177224,-0.14667089240566078,m2
101,101107_fnca,0.2666666666666666,MostlyReward,Reward,0.2,0.65,0.1,0.198,0.3986915536538925,-3.958070614582885,0.0,0.15,1,0.227,0.4191021911737599,-3.811399722177224,-0.14667089240566078,m2
617,101309_fnca,0.0,MostlyPunishment,Neutral,0.5,0.7,0.1,0.4,0.4915391523114243,-3.957641880733124,0.25,0.05,1,0.4066666666666667,0.4928572586509422,-3.9037887854165945,-0.05385309531652949,m2
618,101309_fnca,0.3529411764705882,MostlyPunishment,Punishment,0.5,0.7,0.1,0.433,0.495738597202958,-3.957641880733124,0.25,0.05,1,0.535,0.4990230696310781,-3.9037887854165945,-0.05385309531652949,m2
620,101309_fnca,1.0,MostlyReward,Neutral,0.5,0.7,0.1,0.46,0.5000671095902626,-3.957641880733124,0.25,0.05,1,0.3066666666666666,0.4626545331046018,-3.9037887854165945,-0.05385309531652949,m2
621,101309_fnca,0.6,MostlyReward,Punishment,0.5,0.7,0.1,0.472,0.5002168204587681,-3.957641880733124,0.25,0.05,1,0.628,0.4843079772907624,-3.9037887854165945,-0.05385309531652949,m2
622,101309_fnca,0.75,MostlyReward,Reward,0.5,0.7,0.1,0.439,0.4965133689293023,-3.957641880733124,0.25,0.05,1,0.52,0.4998498272980095,-3.9037887854165945,-0.05385309531652949,m2
619,101309_fnca,0.25,MostlyPunishment,Reward,0.5,0.7,0.1,0.388,0.4882720947936886,-3.957641880733124,0.25,0.05,1,0.412,0.4931824364904437,-3.9037887854165945,-0.05385309531652949,m2
1076,101410_fnca,0.4,MostlyReward,Punishment,0.5,0.65,0.1,0.472,0.5002168204587683,-4.263992125310423,0.45,0.05,1,0.56,0.4973827080156,-4.259077136324845,-0.004914988985578184,m2
1072,101410_fnca,0.0,MostlyPunishment,Neutral,0.5,0.65,0.1,0.3466666666666667,0.4775028256941117,-4.263992125310423,0.45,0.05,1,0.4333333333333333,0.4971957154062617,-4.259077136324845,-0.004914988985578184,m2
1073,101410_fnca,0.5294117647058824,MostlyPunishment,Punishment,0.5,0.65,0.1,0.437,0.4962633144584406,-4.263992125310423,0.45,0.05,1,0.526,0.4995733915788287,-4.259077136324845,-0.004914988985578184,m2
1074,101410_fnca,1.0,MostlyPunishment,Reward,0.5,0.65,0.1,0.472,0.5002168204587681,-4.263992125310423,0.45,0.05,1,0.496,0.5009869776822836,-4.259077136324845,-0.004914988985578184,m2
1075,101410_fnca,0.6666666666666666,MostlyReward,Neutral,0.5,0.65,0.1,0.46,0.5000671095902625,-4.263992125310423,0.45,0.05,1,0.4,0.4915391523114243,-4.259077136324845,-0.004914988985578184,m2
1077,101410_fnca,0.375,MostlyReward,Reward,0.5,0.65,0.1,0.416,0.4931401293620173,-4.263992125310423,0.45,0.05,1,0.488,0.500106094849989,-4.259077136324845,-0.004914988985578184,m2
721,101915_fnca,0.5,MostlyPunishment,Reward,0.5,0.8,0.1,0.432,0.4963481094787533,-3.744136816434176,0.5,0.15,1,0.284,0.4518413909440801,-3.958445172355294,0.21430835592111785,m1
720,101915_fnca,0.2941176470588235,MostlyPunishment,Punishment,0.5,0.8,0.1,0.376,0.4846223879051179,-3.744136816434176,0.5,0.15,1,0.415,0.4929685771101624,-3.958445172355294,0.21430835592111785,m1
719,101915_fnca,0.0,MostlyPunishment,Neutral,0.5,0.8,0.1,0.3666666666666666,0.4835088009813246,-3.744136816434176,0.5,0.15,1,0.4133333333333333,0.4940813000875431,-3.958445172355294,0.21430835592111785,m1
724,101915_fnca,0.4375,MostlyReward,Reward,0.5,0.8,0.1,0.37,0.4830458915396476,-3.744136816434176,0.5,0.15,1,0.367,0.4822276884870295,-3.958445172355294,0.21430835592111785,m1
722,101915_fnca,0.6666666666666666,MostlyReward,Neutral,0.5,0.8,0.1,0.3933333333333333,0.4901262221576525,-3.744136816434176,0.5,0.15,1,0.3733333333333333,0.4853099288798358,-3.958445172355294,0.21430835592111785,m1
723,101915_fnca,0.2,MostlyReward,Punishment,0.5,0.8,0.1,0.324,0.4689388173928782,-3.744136816434176,0.5,0.15,1,0.452,0.4986890444477489,-3.958445172355294,0.21430835592111785,m1
1129,102008_fnca,0.6666666666666666,MostlyReward,Neutral,0.5,0.25,0.1,0.4866666666666667,0.5014966414959998,-3.7517405315006034,0.3,0.05,1,0.4333333333333333,0.4971957154062619,-3.690926207546416,-0.06081432395418718,m2
1130,102008_fnca,0.6,MostlyReward,Punishment,0.5,0.25,0.1,0.448,0.4982862195831889,-3.7517405315006034,0.3,0.05,1,0.588,0.4931824364904437,-3.690926207546416,-0.06081432395418718,m2
1126,102008_fnca,1.0,MostlyPunishment,Neutral,0.5,0.25,0.1,0.4266666666666667,0.4962499189953669,-3.7517405315006034,0.3,0.05,1,0.38,0.4870125337747388,-3.690926207546416,-0.06081432395418718,m2
1131,102008_fnca,0.5,MostlyReward,Reward,0.5,0.25,0.1,0.41,0.4920794063381867,-3.7517405315006034,0.3,0.05,1,0.499,0.5002491871550112,-3.690926207546416,-0.06081432395418718,m2
1127,102008_fnca,0.4705882352941176,MostlyPunishment,Punishment,0.5,0.25,0.1,0.424,0.4944375273666724,-3.7517405315006034,0.3,0.05,1,0.553,0.4974318430081035,-3.690926207546416,-0.06081432395418718,m2
1128,102008_fnca,0.5,MostlyPunishment,Reward,0.5,0.25,0.1,0.436,0.4968818433642551,-3.7517405315006034,0.3,0.05,1,0.476,0.5004255217424916,-3.690926207546416,-0.06081432395418718,m2
1182,102311_fnca,0.5,MostlyPunishment,Reward,0.5,0.5,0.1,0.376,0.4853516921369912,-3.744992698057057,0.45,0.05,1,0.492,0.5009388775451001,-3.712492360240701,-0.03250033781635597,m2
1180,102311_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.5,0.5,0.1,0.4333333333333333,0.4971957154062617,-3.744992698057057,0.45,0.05,1,0.4133333333333333,0.4940813000875432,-3.712492360240701,-0.03250033781635597,m2
1181,102311_fnca,0.4117647058823529,MostlyPunishment,Punishment,0.5,0.5,0.1,0.436,0.4961352135760475,-3.744992698057057,0.45,0.05,1,0.52,0.4998498272980093,-3.712492360240701,-0.03250033781635597,m2
1183,102311_fnca,0.6666666666666666,MostlyReward,Neutral,0.5,0.5,0.1,0.44,0.4980498883396801,-3.744992698057057,0.45,0.05,1,0.48,0.5012735458661617,-3.712492360240701,-0.03250033781635597,m2
1184,102311_fnca,0.6,MostlyReward,Punishment,0.5,0.5,0.1,0.468,0.4999759030337942,-3.744992698057057,0.45,0.05,1,0.56,0.4973827080156,-3.712492360240701,-0.03250033781635597,m2
1185,102311_fnca,0.4375,MostlyReward,Reward,0.5,0.5,0.1,0.421,0.4939666011007252,-3.744992698057057,0.45,0.05,1,0.508,0.5001861515337925,-3.712492360240701,-0.03250033781635597,m2
277,102816_fnca,0.5333333333333333,MostlyPunishment,Punishment,0.5,0.8,0.1,0.434,0.4958728565770564,-4.402659835761356,0.05,0.05,1,0.695,0.4606378047741928,-3.8758773535267097,-0.5267824822346463,m2
278,102816_fnca,0.25,MostlyPunishment,Reward,0.5,0.8,0.1,0.404,0.4916818117604762,-4.402659835761356,0.05,0.05,1,0.42,0.4945485954413499,-3.8758773535267097,-0.5267824822346463,m2
279,102816_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.8,0.1,0.4133333333333333,0.4940813000875431,-4.402659835761356,0.05,0.05,1,0.2666666666666666,0.4436981056400239,-3.8758773535267097,-0.5267824822346463,m2
280,102816_fnca,1.0,MostlyReward,Punishment,0.5,0.8,0.1,0.44,0.4973827080156001,-4.402659835761356,0.05,0.05,1,0.868,0.3391697872427809,-3.8758773535267097,-0.5267824822346463,m2
281,102816_fnca,0.5,MostlyReward,Reward,0.5,0.8,0.1,0.393,0.4886612219010115,-4.402659835761356,0.05,0.05,1,0.457,0.4983968292429228,-3.8758773535267097,-0.5267824822346463,m2
276,102816_fnca,0.5,MostlyPunishment,Neutral,0.5,0.8,0.1,0.4266666666666667,0.4962499189953669,-4.402659835761356,0.05,0.05,1,0.08,0.2722020568099065,-3.8758773535267097,-0.5267824822346463,m2
1179,103111_fnca,0.25,MostlyReward,Reward,0.5,0.55,0.1,0.409,0.4918952743836446,-3.808928290448802,0.5,0.1,1,0.435,0.4960050614873009,-3.76904969664316,-0.03987859380564229,m2
1178,103111_fnca,0.6,MostlyReward,Punishment,0.5,0.55,0.1,0.464,0.4997027228712886,-3.808928290448802,0.5,0.1,1,0.532,0.4999759030337942,-3.76904969664316,-0.03987859380564229,m2
1177,103111_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.55,0.1,0.3533333333333333,0.4796064755241043,-3.808928290448802,0.5,0.1,1,0.4933333333333333,0.5016304512484135,-3.76904969664316,-0.03987859380564229,m2
1176,103111_fnca,0.5,MostlyPunishment,Reward,0.5,0.55,0.1,0.408,0.4924490065949828,-3.808928290448802,0.5,0.1,1,0.428,0.4957814002029004,-3.76904969664316,-0.03987859380564229,m2
1175,103111_fnca,0.5294117647058824,MostlyPunishment,Punishment,0.5,0.55,0.1,0.416,0.4931401293620171,-3.808928290448802,0.5,0.1,1,0.485,0.5000250243988046,-3.76904969664316,-0.03987859380564229,m2
1174,103111_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.5,0.55,0.1,0.4066666666666667,0.4928572586509422,-3.808928290448802,0.5,0.1,1,0.4533333333333333,0.4994851935873329,-3.76904969664316,-0.03987859380564229,m2
41,103414_fnca,0.5,MostlyReward,Reward,0.5,0.5,0.1,0.431,0.4954639083570916,-3.752240525362998,0.45,0.05,1,0.493,0.5002011607355595,-3.6805875869595215,-0.07165293840347653,m2
37,103414_fnca,0.5294117647058824,MostlyPunishment,Punishment,0.5,0.5,0.1,0.445,0.4972144630058766,-3.752240525362998,0.45,0.05,1,0.535,0.4990230696310783,-3.6805875869595215,-0.07165293840347653,m2
38,103414_fnca,0.5,MostlyPunishment,Reward,0.5,0.5,0.1,0.42,0.49454859544135,-3.752240525362998,0.45,0.05,1,0.468,0.4999759030337941,-3.6805875869595215,-0.07165293840347653,m2
39,103414_fnca,0.6666666666666666,MostlyReward,Neutral,0.5,0.5,0.1,0.4533333333333333,0.499485193587333,-3.752240525362998,0.45,0.05,1,0.4266666666666667,0.4962499189953669,-3.6805875869595215,-0.07165293840347653,m2
40,103414_fnca,0.6,MostlyReward,Punishment,0.5,0.5,0.1,0.46,0.4993972270261878,-3.752240525362998,0.45,0.05,1,0.564,0.4968818433642551,-3.6805875869595215,-0.07165293840347653,m2
36,103414_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.5,0.5,0.1,0.4533333333333333,0.499485193587333,-3.752240525362998,0.45,0.05,1,0.48,0.5012735458661616,-3.6805875869595215,-0.07165293840347653,m2
1046,103515_fnca,0.6,MostlyReward,Punishment,0.5,0.3,0.1,0.464,0.4997027228712886,-3.761188996933134,0.45,0.1,1,0.532,0.4999759030337939,-3.74475548630184,-0.016433510631293835,m2
1047,103515_fnca,0.5625,MostlyReward,Reward,0.5,0.3,0.1,0.449,0.4976410821532389,-3.761188996933134,0.45,0.1,1,0.472,0.4994651794324261,-3.74475548630184,-0.016433510631293835,m2
1045,103515_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.3,0.1,0.46,0.5000671095902627,-3.761188996933134,0.45,0.1,1,0.4333333333333333,0.4971957154062619,-3.74475548630184,-0.016433510631293835,m2
1042,103515_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.5,0.3,0.1,0.5,0.5016750465679882,-3.761188996933134,0.45,0.1,1,0.3466666666666667,0.4775028256941117,-3.74475548630184,-0.016433510631293835,m2
1043,103515_fnca,0.3529411764705882,MostlyPunishment,Punishment,0.5,0.3,0.1,0.442,0.4968731054131254,-3.761188996933134,0.45,0.1,1,0.5,0.5002501876563866,-3.74475548630184,-0.016433510631293835,m2
1044,103515_fnca,0.5,MostlyPunishment,Reward,0.5,0.3,0.1,0.444,0.4978508026374436,-3.761188996933134,0.45,0.1,1,0.492,0.5009388775450999,-3.74475548630184,-0.016433510631293835,m2
1089,103818_fnca,0.3125,MostlyReward,Reward,0.5,0.35,0.1,0.359,0.4799472360055316,-3.935007846957337,0.5,0.1,1,0.453,0.4980351785155734,-4.005135658723434,0.07012781176609728,m1
1087,103818_fnca,0.0,MostlyReward,Neutral,0.5,0.35,0.1,0.3533333333333333,0.4796064755241042,-3.935007846957337,0.5,0.1,1,0.4,0.4915391523114244,-4.005135658723434,0.07012781176609728,m1
1086,103818_fnca,0.75,MostlyPunishment,Reward,0.5,0.35,0.1,0.436,0.4968818433642552,-3.935007846957337,0.5,0.1,1,0.468,0.4999759030337941,-4.005135658723434,0.07012781176609728,m1
1085,103818_fnca,0.2352941176470588,MostlyPunishment,Punishment,0.5,0.35,0.1,0.394,0.488879333785959,-3.935007846957337,0.5,0.1,1,0.475,0.499624483612067,-4.005135658723434,0.07012781176609728,m1
1084,103818_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.5,0.35,0.1,0.4133333333333333,0.4940813000875432,-3.935007846957337,0.5,0.1,1,0.3466666666666667,0.4775028256941118,-4.005135658723434,0.07012781176609728,m1
1088,103818_fnca,0.4,MostlyReward,Punishment,0.5,0.35,0.1,0.368,0.4832287658662745,-3.935007846957337,0.5,0.1,1,0.488,0.5008587003846534,-4.005135658723434,0.07012781176609728,m1
909,104820_fnca,0.4375,MostlyReward,Reward,0.5,0.35,0.1,0.405,0.4911376754192416,-3.885493662643704,0.5,0.05,1,0.502,0.5002461856388772,-3.7975540051003134,-0.08793965754339084,m2
907,104820_fnca,0.3333333333333333,MostlyReward,Neutral,0.5,0.35,0.1,0.4533333333333333,0.4994851935873328,-3.885493662643704,0.5,0.05,1,0.4533333333333333,0.4994851935873329,-3.7975540051003134,-0.08793965754339084,m2
906,104820_fnca,0.75,MostlyPunishment,Reward,0.5,0.35,0.1,0.476,0.5004255217424917,-3.885493662643704,0.5,0.05,1,0.532,0.4999759030337941,-3.7975540051003134,-0.08793965754339084,m2
905,104820_fnca,0.4705882352941176,MostlyPunishment,Punishment,0.5,0.35,0.1,0.457,0.4983968292429234,-3.885493662643704,0.5,0.05,1,0.534,0.4990922691177384,-3.7975540051003134,-0.08793965754339084,m2
904,104820_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.5,0.35,0.1,0.3933333333333333,0.4901262221576525,-3.885493662643704,0.5,0.05,1,0.4133333333333333,0.4940813000875432,-3.7975540051003134,-0.08793965754339084,m2
908,104820_fnca,0.6,MostlyReward,Punishment,0.5,0.35,0.1,0.432,0.4963481094787534,-3.885493662643704,0.5,0.05,1,0.528,0.5002168204587681,-3.7975540051003134,-0.08793965754339084,m2
978,105014_fnca,0.75,MostlyPunishment,Reward,0.5,0.8,0.1,0.44,0.4973827080156001,-3.8962221827948937,0.5,0.05,1,0.504,0.5009869776822834,-3.9667214357311247,0.07049925293623094,m1
980,105014_fnca,0.4,MostlyReward,Punishment,0.5,0.8,0.1,0.396,0.4900454859635513,-3.8962221827948937,0.5,0.05,1,0.552,0.4982862195831889,-3.9667214357311247,0.07049925293623094,m1
977,105014_fnca,0.2941176470588235,MostlyPunishment,Punishment,0.5,0.8,0.1,0.391,0.4882185549089236,-3.8962221827948937,0.5,0.05,1,0.536,0.4989518543436359,-3.9667214357311247,0.07049925293623094,m1
976,105014_fnca,0.0,MostlyPunishment,Neutral,0.5,0.8,0.1,0.4333333333333333,0.4971957154062618,-3.8962221827948937,0.5,0.05,1,0.42,0.4952119741371962,-3.9667214357311247,0.07049925293623094,m1
979,105014_fnca,0.6666666666666666,MostlyReward,Neutral,0.5,0.8,0.1,0.44,0.4980498883396799,-3.8962221827948937,0.5,0.05,1,0.42,0.4952119741371961,-3.9667214357311247,0.07049925293623094,m1
981,105014_fnca,0.4375,MostlyReward,Reward,0.5,0.8,0.1,0.382,0.4861196481446846,-3.8962221827948937,0.5,0.05,1,0.494,0.5002141683461336,-3.9667214357311247,0.07049925293623094,m1
207,105115_fnca,0.0,MostlyReward,Neutral,0.0,0.3,0.1,0.0933333333333333,0.2918735284323547,-3.828538571899956,0.4,0.5,1,0.1466666666666666,0.3549584845120192,-3.924101274008889,0.09556270210893336,m1
206,105115_fnca,0.0,MostlyPunishment,Reward,0.0,0.3,0.1,0.088,0.2838631946079167,-3.828538571899956,0.4,0.5,1,0.0,0.0,-3.924101274008889,0.09556270210893336,m1
205,105115_fnca,0.0,MostlyPunishment,Punishment,0.0,0.3,0.1,0.058,0.2338604085575211,-3.828538571899956,0.4,0.5,1,0.075,0.2635231383473651,-3.924101274008889,0.09556270210893336,m1
208,105115_fnca,0.0,MostlyReward,Punishment,0.0,0.3,0.1,0.076,0.2655297047344902,-3.828538571899956,0.4,0.5,1,0.2,0.4008024080281009,-3.924101274008889,0.09556270210893336,m1
204,105115_fnca,0.0,MostlyPunishment,Neutral,0.0,0.3,0.1,0.0533333333333333,0.2254500842585117,-3.828538571899956,0.4,0.5,1,0.2533333333333333,0.4363771945558241,-3.924101274008889,0.09556270210893336,m1
209,105115_fnca,0.0,MostlyReward,Reward,0.0,0.3,0.1,0.062,0.241276219744537,-3.828538571899956,0.4,0.5,1,0.143,0.3502480173729377,-3.924101274008889,0.09556270210893336,m1
1152,105216_fnca,0.0,MostlyPunishment,Reward,0.0,0.4,0.1,0.096,0.2951821981767903,-3.828470247581045,0.3,0.3,1,0.0,0.0,-3.8375414873773854,0.009071239796340613,m1
1153,105216_fnca,0.0,MostlyReward,Neutral,0.0,0.4,0.1,0.14,0.3481494703303097,-3.828470247581045,0.3,0.3,1,0.1066666666666666,0.3097231209211053,-3.8375414873773854,0.009071239796340613,m1
1154,105216_fnca,0.0,MostlyReward,Punishment,0.0,0.4,0.1,0.112,0.3159990849460596,-3.828470247581045,0.3,0.3,1,0.2,0.4008024080281009,-3.8375414873773854,0.009071239796340613,m1
1150,105216_fnca,0.3333333333333333,MostlyPunishment,Neutral,0.0,0.4,0.1,0.12,0.3260501875972696,-3.828470247581045,0.3,0.3,1,0.2533333333333333,0.4363771945558243,-3.8375414873773854,0.009071239796340613,m1
1151,105216_fnca,0.1764705882352941,MostlyPunishment,Punishment,0.0,0.4,0.1,0.104,0.3054132892938308,-3.828470247581045,0.3,0.3,1,0.141,0.3481956924492896,-3.8375414873773854,0.009071239796340613,m1
1155,105216_fnca,0.0625,MostlyReward,Reward,0.0,0.4,0.1,0.103,0.304110972316823,-3.828470247581045,0.3,0.3,1,0.154,0.3611293596682697,-3.8375414873773854,0.009071239796340613,m1
562,106016_fnca,0.5,MostlyReward,Reward,0.35,0.25,0.1,0.315,0.4647483092933113,-3.966349729874808,0.25,0.15,1,0.333,0.4715223571935196,-3.850066518785801,-0.11628321108900685,m2
561,106016_fnca,0.4,MostlyReward,Punishment,0.35,0.25,0.1,0.368,0.4832287658662744,-3.966349729874808,0.25,0.15,1,0.388,0.4882720947936884,-3.850066518785801,-0.11628321108900685,m2
560,106016_fnca,0.3333333333333333,MostlyReward,Neutral,0.35,0.25,0.1,0.32,0.4680388901411546,-3.966349729874808,0.25,0.15,1,0.24,0.4285138983438291,-3.850066518785801,-0.11628321108900685,m2
559,106016_fnca,0.0,MostlyPunishment,Reward,0.35,0.25,0.1,0.276,0.44791350283743,-3.966349729874808,0.25,0.15,1,0.176,0.3815841004324097,-3.850066518785801,-0.11628321108900685,m2
558,106016_fnca,0.4117647058823529,MostlyPunishment,Punishment,0.35,0.25,0.1,0.32,0.4667095647378764,-3.966349729874808,0.25,0.15,1,0.364,0.4813893805805603,-3.850066518785801,-0.11628321108900685,m2
557,106016_fnca,0.0,MostlyPunishment,Neutral,0.35,0.25,0.1,0.3533333333333333,0.4796064755241042,-3.966349729874808,0.25,0.15,1,0.2066666666666666,0.40627075751478,-3.850066518785801,-0.11628321108900685,m2
313,106319_fnca,0.4705882352941176,MostlyPunishment,Punishment,0.5,0.4,0.1,0.424,0.4944375273666719,-3.959610370141922,0.4,0.05,1,0.531,0.4992877810324303,-3.878774652439013,-0.0808357177029091,m2
314,106319_fnca,0.75,MostlyPunishment,Reward,0.5,0.4,0.1,0.452,0.4986890444477488,-3.959610370141922,0.4,0.05,1,0.496,0.5009869776822835,-3.878774652439013,-0.0808357177029091,m2
315,106319_fnca,0.0,MostlyReward,Neutral,0.5,0.4,0.1,0.3866666666666666,0.4886176455874453,-3.959610370141922,0.4,0.05,1,0.4533333333333333,0.4994851935873329,-3.878774652439013,-0.0808357177029091,m2
316,106319_fnca,0.6,MostlyReward,Punishment,0.5,0.4,0.1,0.396,0.490045485963551,-3.959610370141922,0.4,0.05,1,0.544,0.4990593561530083,-3.878774652439013,-0.0808357177029091,m2
317,106319_fnca,0.3125,MostlyReward,Reward,0.5,0.4,0.1,0.395,0.4890953017707431,-3.959610370141922,0.4,0.05,1,0.487,0.500081074508005,-3.878774652439013,-0.0808357177029091,m2
312,106319_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.5,0.4,0.1,0.3666666666666666,0.4835088009813247,-3.959610370141922,0.4,0.05,1,0.4066666666666667,0.4928572586509421,-3.878774652439013,-0.0808357177029091,m2
922,106521_fnca,0.6666666666666666,MostlyPunishment,Neutral,0.45,0.75,0.1,0.4266666666666667,0.4962499189953669,-3.964606128657533,0.45,0.05,1,0.44,0.4980498883396801,-4.105537951181616,0.1409318225240832,m1
923,106521_fnca,0.1764705882352941,MostlyPunishment,Punishment,0.45,0.75,0.1,0.381,0.4858755757136544,-3.964606128657533,0.45,0.05,1,0.53,0.4993489254512813,-4.105537951181616,0.1409318225240832,m1
927,106521_fnca,0.375,MostlyReward,Reward,0.45,0.75,0.1,0.38,0.4856293193741866,-3.964606128657533,0.45,0.05,1,0.499,0.5002491871550112,-4.105537951181616,0.1409318225240832,m1
925,106521_fnca,0.3333333333333333,MostlyReward,Neutral,0.45,0.75,0.1,0.3666666666666666,0.4835088009813245,-3.964606128657533,0.45,0.05,1,0.4266666666666667,0.4962499189953669,-4.105537951181616,0.1409318225240832,m1
926,106521_fnca,0.4,MostlyReward,Punishment,0.45,0.75,0.1,0.416,0.4938822518727103,-3.964606128657533,0.45,0.05,1,0.5,0.5010030100351265,-4.105537951181616,0.1409318225240832,m1
924,106521_fnca,0.75,MostlyPunishment,Reward,0.45,0.75,0.1,0.436,0.496881843364255,-3.964606128657533,0.45,0.05,1,0.496,0.5009869776822836,-4.105537951181616,0.1409318225240832,m1
