,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.2,0.3,1,0.1766666666666666,0.3820235974197239,172534_fnca,-1.9077778938488579,0.0
1,Punishment,0.2,0.3,1,0.1464,0.3536482626494013,172534_fnca,-1.9077778938488579,0.16
2,Reward,0.2,0.3,1,0.1216,0.3269540627784489,172534_fnca,-1.9077778938488579,0.0
