,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
257,101309_fnca,1,1,Reward,2,5,3.0,0,691,27,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
258,101309_fnca,2,1,Reward,3,5,2.0,0,579,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
259,101309_fnca,3,1,Punishment,4,5,3.0,0,325,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
260,101309_fnca,4,1,Reward,5,5,2.0,0,274,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
261,101309_fnca,5,1,Reward,6,5,3.0,0,397,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
262,101309_fnca,6,1,Reward,7,5,3.0,0,414,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
263,101309_fnca,7,1,Neutral,8,5,2.0,0,500,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
265,101309_fnca,10,1,Reward,10,5,3.0,0,659,14,2,2,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
266,101309_fnca,11,1,Punishment,11,5,2.0,0,232,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
267,101309_fnca,12,1,Punishment,12,5,2.0,0,229,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
268,101309_fnca,13,1,Punishment,13,5,2.0,0,291,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
269,101309_fnca,14,1,Neutral,14,5,2.0,0,209,13,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
270,101309_fnca,15,1,Punishment,15,5,2.0,0,218,13,5,0,5,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
271,101309_fnca,16,1,Punishment,16,5,2.0,0,218,13,6,0,6,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
273,101309_fnca,19,1,Punishment,18,5,3.0,0,611,13,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
274,101309_fnca,20,1,Punishment,19,5,3.0,0,318,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
275,101309_fnca,21,1,Punishment,20,5,3.0,0,267,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
276,101309_fnca,22,1,Neutral,21,5,3.0,0,230,13,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
