,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.15,1,0.4066666666666667,0.4920323923679753,101915_fnca,-1.8511286423501971,0.1666666666666666
1,Punishment,0.45,0.15,1,0.4312,0.4954421564060485,101915_fnca,-1.8511286423501971,0.36
2,Reward,0.45,0.15,1,0.3632,0.4811142657928569,101915_fnca,-1.8511286423501971,0.4
