,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.16,0.36721859746989827
11,Neutral,0.05,0.1,1,0.13666666666666666,0.3440690345808724
12,Neutral,0.05,0.15,1,0.0033333333333333335,0.057735026918962595
13,Neutral,0.05,0.2,1,0.0033333333333333335,0.05773502691896258
14,Neutral,0.05,0.25,1,0.006666666666666667,0.08151300584956361
15,Neutral,0.05,0.3,1,0.09,0.28665992577177285
16,Neutral,0.05,0.35,1,0.023333333333333334,0.15121212222763156
17,Neutral,0.05,0.4,1,0.023333333333333334,0.1512121222276315
18,Neutral,0.05,0.45,1,0.04,0.19628659682628732
19,Neutral,0.05,0.5,1,0.06666666666666667,0.24986060773937238
20,Neutral,0.1,0.05,1,0.28,0.4497490939308705
21,Neutral,0.1,0.1,1,0.18,0.38482937191039596
22,Neutral,0.1,0.15,1,0.12,0.3255044965242802
23,Neutral,0.1,0.2,1,0.05,0.2183090993894991
24,Neutral,0.1,0.25,1,0.05333333333333334,0.2250727616773127
25,Neutral,0.1,0.3,1,0.10666666666666667,0.30920475550187154
26,Neutral,0.1,0.35,1,0.09,0.2866599257717727
27,Neutral,0.1,0.4,1,0.056666666666666664,0.23159088211286508
28,Neutral,0.1,0.45,1,0.09333333333333334,0.2913850368290183
29,Neutral,0.1,0.5,1,0.08666666666666667,0.28181605677298177
30,Neutral,0.15,0.05,1,0.31666666666666665,0.4659534285176793
31,Neutral,0.15,0.1,1,0.21333333333333335,0.41034558674051025
32,Neutral,0.15,0.15,1,0.15,0.35766803240530504
33,Neutral,0.15,0.2,1,0.09666666666666666,0.2959970773304743
34,Neutral,0.15,0.25,1,0.12,0.32550449652428026
35,Neutral,0.15,0.3,1,0.15666666666666668,0.3640935354604675
36,Neutral,0.15,0.35,1,0.11666666666666667,0.3215590505108515
37,Neutral,0.15,0.4,1,0.12333333333333334,0.3293688434044333
38,Neutral,0.15,0.45,1,0.10333333333333333,0.3049023456071547
39,Neutral,0.15,0.5,1,0.12,0.32550449652428015
40,Neutral,0.2,0.05,1,0.37,0.48361099931888163
41,Neutral,0.2,0.1,1,0.2833333333333333,0.45136977205609974
42,Neutral,0.2,0.15,1,0.22666666666666666,0.4193747004212345
43,Neutral,0.2,0.2,1,0.13333333333333333,0.3405026123034993
44,Neutral,0.2,0.25,1,0.14333333333333334,0.3509979402633572
45,Neutral,0.2,0.3,1,0.17333333333333334,0.37916766204679037
46,Neutral,0.2,0.35,1,0.15,0.3576680324053048
47,Neutral,0.2,0.4,1,0.11666666666666667,0.3215590505108516
48,Neutral,0.2,0.45,1,0.14,0.34756679298414633
49,Neutral,0.2,0.5,1,0.14,0.3475667929841461
50,Neutral,0.25,0.05,1,0.3466666666666667,0.4767036572248994
51,Neutral,0.25,0.1,1,0.2866666666666667,0.4529600404188834
52,Neutral,0.25,0.15,1,0.24333333333333335,0.42981160478467867
53,Neutral,0.25,0.2,1,0.21333333333333335,0.41034558674051014
54,Neutral,0.25,0.25,1,0.16333333333333333,0.37028718253185616
55,Neutral,0.25,0.3,1,0.14666666666666667,0.35436441131823415
