,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,173940_fnca,0.56,0.9843379562534469,0.24576016951487412,-1.403399139265279
220,Reward,0.0,0.05,1,0.5032,0.5001898758766948,173940_fnca,0.52,-0.033587245184749634,0.3987173198525935,-0.9195025847242229
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,173940_fnca,0.56,0.08161699169494863,0.3976157469927859,-0.9222691998713393
221,Reward,0.0,0.1,1,0.1792,0.3836731996103969,173940_fnca,0.52,-0.8882559437199868,0.26889404977287595,-1.313437843981615
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,173940_fnca,0.56,-0.6233600707278079,0.3284970497428928,-1.1132274220935614
222,Reward,0.0,0.15,1,0.1816,0.3856688117360241,173940_fnca,0.52,-0.8774367791804286,0.2714747396407334,-1.3038861839339349
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,173940_fnca,0.56,-0.8996399279711861,0.266171475487513,-1.323614533204673
223,Reward,0.0,0.2,1,0.14,0.3471259096029769,173940_fnca,0.52,-1.094703649274186,0.21912201174021095,-1.5181265730717826
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,173940_fnca,0.56,-0.8996399279711861,0.266171475487513,-1.323614533204673
224,Reward,0.0,0.25,1,0.14,0.3471259096029771,173940_fnca,0.52,-1.0947036492741853,0.2191220117402111,-1.518126573071782
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,173940_fnca,0.56,-0.8996399279711861,0.266171475487513,-1.323614533204673
225,Reward,0.0,0.3,1,0.1408,0.3479543328861122,173940_fnca,0.52,-1.0897981837292272,0.22029921823145823,-1.5127685738344336
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,173940_fnca,0.56,-1.0906529280774002,0.22009402491264496,-1.5137004379665762
226,Reward,0.0,0.35,1,0.1368,0.3437736235422877,173940_fnca,0.52,-1.1146870316909652,0.21433777455847297,-1.54020212251468
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,173940_fnca,0.56,-1.0906529280774002,0.22009402491264496,-1.5137004379665762
227,Reward,0.0,0.4,1,0.144,0.3512302523304645,173940_fnca,0.52,-1.0705228194473129,0.22493403744213503,-1.4919480866833847
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,173940_fnca,0.56,-1.0906529280774002,0.22009402491264496,-1.5137004379665762
228,Reward,0.0,0.45,1,0.1416,0.3487789520683906,173940_fnca,0.52,-1.0849278540346126,0.22146897712448294,-1.5074727574347475
119,Punishment,0.0,0.5,1,0.16,0.3667527860628576,173940_fnca,0.56,-1.0906529280774002,0.22009402491264496,-1.5137004379665762
229,Reward,0.0,0.5,1,0.1384,0.3454575411395506,173940_fnca,0.52,-1.1046219999749534,0.2167450687123594,-1.5290334146190057
120,Punishment,0.05,0.05,1,0.704,0.4566736697824149,173940_fnca,0.56,0.31532363157396315,0.37959399581072845,-0.9686530295191689
