,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
7617,150524_fnca,1,1,Reward,2,5,3.0,0,1166,27,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
7618,150524_fnca,2,1,Reward,3,5,2.0,0,1078,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7619,150524_fnca,3,1,Punishment,4,5,2.0,0,507,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7620,150524_fnca,4,1,Reward,5,5,3.0,0,557,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
7621,150524_fnca,5,1,Reward,6,5,3.0,0,622,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7622,150524_fnca,6,1,Reward,7,5,2.0,0,700,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7623,150524_fnca,7,1,Neutral,8,5,3.0,0,1283,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7625,150524_fnca,10,1,Reward,10,5,3.0,0,1125,13,3,3,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
7626,150524_fnca,11,1,Punishment,11,5,2.0,0,718,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyPunishment,MostlyPunishment
7627,150524_fnca,12,1,Punishment,12,5,3.0,0,594,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7628,150524_fnca,13,1,Punishment,13,5,2.0,0,496,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7629,150524_fnca,14,1,Neutral,14,5,2.0,0,410,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7630,150524_fnca,15,1,Punishment,15,5,2.0,0,675,14,3,0,3,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7631,150524_fnca,16,1,Punishment,16,5,2.0,0,424,13,4,0,4,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7633,150524_fnca,19,1,Punishment,18,5,3.0,0,806,13,2,2,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
7634,150524_fnca,20,1,Punishment,19,5,2.0,0,299,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7635,150524_fnca,21,1,Punishment,20,5,2.0,0,323,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7636,150524_fnca,22,1,Neutral,21,5,3.0,0,472,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7637,150524_fnca,23,1,Punishment,22,5,3.0,0,389,14,2,2,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7638,150524_fnca,24,1,Neutral,23,5,3.0,0,469,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
